Id,SalePrice
1587,96159.21259
1588,147762.5954
1589,98723.11519
1590,134679.1017
1591,64400.9295
1592,133791.589
1593,136111.3726
1594,123970.3358
1595,112993.069
1596,220732.7788
1597,173326.2889
1598,203151.2348
1599,197634.3592
1600,184549.1061
1601,25349.44624
1602,121327.2089
1603,55592.67916
1604,257208.7024
1605,260343.3883
1606,175044.0254
1607,172592.3981
1608,221481.6621
1609,195911.9402
1610,151955.7601
1611,157362.5642
1612,164688.878
1613,170656.499
1614,128538.068
1615,60804.92401
1616,40369.84037
1617,63561.44465
1618,110240.0918
1619,148703.4153
1620,175651.7431
1621,132178.4648
1622,129245.2883
1623,264195.1051
1624,210348.2709
1625,118571.4351
1626,194956.5127
1627,192995.7807
1628,279528.4457
1629,193343.0825
1630,324539.1077
1631,215708.6527
1632,234898.0879
1633,186340.9632
1634,195046.0673
1635,186437.1983
1636,164131.3268
1637,197431.1641
1638,220526.3561
1639,204415.4608
1640,270274.4973
1641,200812.6135
1642,227146.8163
1643,228323.1171
1644,233103.4712
1645,234744.8203
1646,177478.61
1647,172738.5289
1648,133298.7417
1649,134918.3208
1650,113897.8815
1651,108388.5072
1652,123052.7932
1653,122894.5108
1654,151076.1752
1655,150033.9041
1656,140853.6949
1657,154388.2661
1658,143934.2054
1659,134351.2682
1660,143061.4088
1661,376328.195
1662,327573.3513
1663,325758.91
1664,422818.2187
1665,285900.1058
1666,290597.6569
1667,307344.9085
1668,306311.3367
1669,290018.1165
1670,307804.3372
1671,267460.3621
1672,384533.1779
1673,284743.0214
1674,255730.4019
1675,191565.6263
1676,199067.7799
1677,217622.3582
1678,400792.3778
1679,324786.3934
1680,287596.7155
1681,250275.644
1682,287511.7556
1683,197180.1288
1684,200271.0241
1685,177685.4573
1686,177598.2671
1687,178338.9287
1688,209684.8629
1689,206689.5631
1690,213346.7461
1691,200893.5181
1692,261165.1552
1693,179359.2451
1694,192328.0042
1695,180462.6262
1696,274815.675
1697,184756.9932
1698,322923.7207
1699,302530.7752
1700,253083.2386
1701,280807.8267
1702,255362.2686
1703,258173.5444
1704,279431.5397
1705,240126.8351
1706,373795.9167
1707,199488.9321
1708,205297.4654
1709,264121.229
1710,234366.4981
1711,265916.6168
1712,261573.4275
1713,262224.2485
1714,223210.1714
1715,204230.9958
1716,183461.3426
1717,188885.2688
1718,128248.9227
1719,212884.6158
1720,245666.0782
1721,179924.5275
1722,115878.8262
1723,161878.5999
1724,223571.697
1725,237938.881
1726,185158.8168
1727,152712.7985
1728,192814.3366
1729,169106.7662
1730,166600.0927
1731,115138.2011
1732,118178.7595
1733,108505.6902
1734,111109.5652
1735,128848.2667
1736,103869.251
1737,325456.2496
1738,243807.2791
1739,273985.4695
1740,197892.9896
1741,188985.8439
1742,176859.1826
1743,181296.2486
1744,299864.6549
1745,221136.5762
1746,223055.297
1747,226436.6243
1748,228985.6016
1749,158687.7349
1750,153218.1319
1751,254834.5053
1752,112555.0741
1753,153330.905
1754,230656.9842
1755,171770.9581
1756,131738.6219
1757,98752.54006
1758,149241.6324
1759,179603.9391
1760,168135.6514
1761,161442.5076
1762,170232.1373
1763,170735.921
1764,109495.677
1765,198673.1493
1766,203645.5554
1767,249188.3449
1768,143843.1822
1769,182330.12
1770,158348.9986
1771,115795.3871
1772,128223.4932
1773,110258.8319
1774,152966.1304
1775,143677.7261
1776,130938.9695
1777,98192.99712
1778,141823.2086
1779,118742.1351
1780,190359.3847
1781,117945.2932
1782,50009.64963
1783,130498.4239
1784,87651.05505
1785,110624.6731
1786,141042.8324
1787,171009.841
1788,12023.6103
1789,98048.08827
1790,40795.51111
1791,208539.9183
1792,172189.9752
1793,152645.0314
1794,178448.8165
1795,129906.4111
1796,130508.2961
1797,137599.324
1798,104455.6157
1799,103669.0411
1800,104806.8181
1801,100869.4237
1802,153968.8091
1803,169497.2883
1804,133617.8912
1805,145934.56
1806,136318.2933
1807,171336.5895
1808,118011.6859
1809,116378.3633
1810,141156.7976
1811,58767.27799
1812,96876.53902
1813,116090.6008
1814,76759.82485
1815,16058.34361
1816,93091.28194
1817,97482.56935
1818,156309.8895
1819,122944.7988
1820,41771.18709
1821,112634.1795
1822,155304.7029
1823,16741.08762
1824,134064.6806
1825,136470.8405
1826,96489.33971
1827,98561.10132
1828,134511.0506
1829,152390.7826
1830,158595.1314
1831,183355.8595
1832,108426.0848
1833,156115.8708
1834,125533.2359
1835,122243.0051
1836,125784.8853
1837,88150.41235
1838,114434.9645
1839,83362.20698
1840,147404.2738
1841,134734.3724
1842,78322.34496
1843,123914.8677
1844,126818.4222
1845,131803.2006
1846,147087.4236
1847,163234.5212
1848,645.7850159
1849,121683.7178
1850,118413.5502
1851,147269.3176
1852,123313.4597
1853,123503.345
1854,182304.1184
1855,154259.9744
1856,238659.1398
1857,130759.016
1858,128978.6522
1859,114854.3695
1860,155262.3396
1861,113768.3102
1862,280954.3753
1863,279276.0815
1864,279290.8507
1865,315353.0443
1866,310512.2955
1867,235116.3508
1868,289065.3884
1869,224204.3627
1870,245295.8652
1871,243139.8276
1872,173469.2136
1873,229289.6658
1874,144148.064
1875,210289.1128
1876,209693.0982
1877,223343.1668
1878,216837.4687
1879,111208.7935
1880,145167.5884
1881,240501.4592
1882,252583.9909
1883,196974.9452
1884,208670.4223
1885,258497.5729
1886,278097.0612
1887,235105.9611
1888,283731.878
1889,168036.629
1890,113010.3173
1891,142810.2412
1892,71107.0185
1893,135794.5848
1894,102100.5903
1895,159478.0581
1896,118431.5582
1897,112104.5358
1898,117924.0786
1899,142941.6737
1900,148560.4855
1901,165590.111
1902,142816.1287
1903,214224.4465
1904,130642.4095
1905,191888.08
1906,158398.9204
1907,207890.2866
1908,128906.4024
1909,149916.032
1910,133929.706
1911,215548.4491
1912,289171.5374
1913,165964.2794
1914,48544.77364
1915,255302.5356
1916,25104.50919
1917,258173.8562
1918,146994.452
1919,188922.8409
1920,178247.9985
1921,334068.5176
1922,294357.1889
1923,226858.7877
1924,227902.6554
1925,227726.2426
1926,335094.5223
1927,128315.712
1928,164912.4389
1929,111415.205
1930,135208.7513
1931,138864.2276
1932,136856.5665
1933,155231.6907
1934,186184.0887
1935,182351.1345
1936,187353.4787
1937,188187.2588
1938,176903.5697
1939,241208.4069
1940,193345.2077
1941,182103.933
1942,199147.3422
1943,204608.8076
1944,276965.2781
1945,327526.4197
1946,162008.5705
1947,273553.4605
1948,175021.8168
1949,253542.9324
1950,211056.7358
1951,274982.7366
1952,236433.1302
1953,197088.0495
1954,222518.9898
1955,130798.894
1956,308924.7364
1957,178051.9848
1958,303372.352
1959,131544.8124
1960,93675.96609
1961,113002.7465
1962,115075.2933
1963,128005.2802
1964,107643.317
1965,134623.3925
1966,150365.4905
1967,272617.7376
1968,344620.0286
1969,334026.5266
1970,346305.9988
1971,387886.0608
1972,331848.2044
1973,264536.7597
1974,291939.2493
1975,420505.6274
1976,292592.437
1977,342519.6237
1978,301968.8853
1979,298443.7809
1980,191612.5825
1981,306998.0586
1982,228823.6458
1983,212128.8355
1984,184524.0815
1985,237562.3538
1986,236983.0651
1987,197517.7284
1988,181912.3066
1989,207274.0978
1990,226655.9808
1991,222596.7896
1992,245925.4454
1993,188120.899
1994,244317.3888
1995,198201.4743
1996,291901.4877
1997,285046.2414
1998,304274.9232
1999,262912.2633
2000,299445.2786
2001,263918.1738
2002,251579.9933
2003,258869.5617
2004,277156.9567
2005,229756.7806
2006,215896.2298
2007,260140.5826
2008,224413.596
2009,195153.3557
2010,211510.2241
2011,153663.8778
2012,181961.8568
2013,172258.1436
2014,192239.5573
2015,202998.2518
2016,193140.6685
2017,205184.1626
2018,110752.8394
2019,130275.3442
2020,80026.73715
2021,92270.50481
2022,193088.9766
2023,132714.9097
2024,274496.62
2025,338166.9161
2026,182051.6928
2027,150986.0202
2028,168245.529
2029,170150.1681
2030,262805.0898
2031,247292.2528
2032,235786.9794
2033,258083.9197
2034,175555.4533
2035,239088.4997
2036,225849.7157
2037,228808.6171
2038,293229.4367
2039,210029.222
2040,342370.4131
2041,267771.8544
2042,215371.3012
2043,172448.6445
2044,190937.6972
2045,211088.1038
2046,132289.1491
2047,131967.6683
2048,135949.9594
2049,126516.5502
2050,180016.8318
2051,110125.6699
2052,130117.4598
2053,143841.0353
2054,67153.80006
2055,158058.3799
2056,145959.6253
2057,103398.0273
2058,216183.1605
2059,136217.9175
2060,192755.4934
2061,198723.8262
2062,115765.4013
2063,105940.9443
2064,125315.9522
2065,116666.0982
2066,186334.9296
2067,120184.0525
2068,131496.8569
2069,71414.11419
2070,98203.80617
2071,76458.43752
2072,146135.5986
2073,134133.7332
2074,185941.7154
2075,152459.6793
2076,122755.7816
2077,128596.6878
2078,107743.2622
2079,143311.528
2080,125691.8178
2081,117162.9033
2082,104400.2736
2083,136596.1393
2084,96957.0949
2085,107568.7102
2086,156952.5826
2087,130163.9305
2088,103454.7738
2089,64663.92294
2090,119640.3264
2091,73009.75442
2092,148127.1014
2093,131944.9602
2094,135246.5492
2095,128647.2051
2096,80039.54224
2097,86571.44349
2098,140059.826
2099,14539.35453
2100,45929.43456
2101,103911.6627
2102,148708.7784
2103,94568.75817
2104,138098.7049
2105,123096.3153
2106,23141.09176
2107,214411.6354
2108,124756.4076
2109,101577.5254
2110,131493.6405
2111,173258.9913
2112,129543.2865
2113,115010.0584
2114,119648.2116
2115,156719.9682
2116,115969.3615
2117,152942.5352
2118,129076.4164
2119,108726.2965
2120,114199.2409
2121,85628.14148
2122,96229.96781
2123,99469.38622
2124,184307.346
2125,134601.5896
2126,148346.1175
2127,163973.2289
2128,135508.7793
2129,113482.1112
2130,130464.5816
2131,163128.2173
2132,128153.8717
2133,141035.2131
2134,134724.4739
2135,117632.0986
2136,21688.8129
2137,107457.1765
2138,135466.062
2139,155318.8582
2140,139103.2267
2141,154150.6218
2142,120733.3555
2143,135651.7757
2144,94289.25809
2145,136578.4285
2146,184784.4996
2147,150028.5871
2148,156928.12
2149,128865.6931
2150,229151.1565
2151,134486.9644
2152,167134.4359
2153,189839.7206
2154,96282.48484
2155,153100.1142
2156,268310.9281
2157,248913.409
2158,231955.4395
2159,218465.1926
2160,185019.0774
2161,253962.8428
2162,365355.8033
2163,316428.1918
2164,247158.192
2165,206551.0376
2166,152793.5379
2167,222236.3317
2168,198801.6681
2169,198542.0697
2170,217365.9425
2171,158691.8408
2172,133227.6817
2173,193140.8482
2174,241052.3756
2175,293893.2484
2176,286526.0661
2177,238583.767
2178,230068.8469
2179,152628.996
2180,242487.0016
2181,198961.142
2182,227577.2186
2183,193359.9802
2184,129467.4732
2185,123631.0598
2186,167393.1085
2187,159675.4488
2188,162061.9423
2189,286736.6494
2190,57944.47562
2191,59560.91087
2192,48489.4774
2193,100845.9038
2194,97149.70791
2195,91746.3127
2196,76938.3788
2197,96789.3485
2198,181384.8248
2199,188836.9997
2200,156651.1277
2201,146316.6892
2202,204497.108
2203,125500.021
2204,149438.1809
2205,104252.2555
2206,148357.8728
2207,199584.283
2208,254387.7238
2209,196414.2513
2210,131105.2941
2211,135019.7368
2212,119809.6188
2213,90105.84215
2214,134047.6733
2215,95967.19839
2216,147547.8504
2217,15974.3643
2218,74564.00201
2219,72965.41955
2220,45862.33711
2221,255853.6125
2222,241508.5334
2223,289601.638
2224,229552.4884
2225,121796.5085
2226,189725.3403
2227,223269.0774
2228,269644.3118
2229,237981.0212
2230,143736.3761
2231,204879.7946
2232,202725.2076
2233,188528.9833
2234,253012.6674
2235,215431.7447
2236,262151.6466
2237,307472.4716
2238,240306.7743
2239,120856.3873
2240,167392.7354
2241,131656.6036
2242,111935.3931
2243,112279.1464
2244,90375.57764
2245,88259.70791
2246,140128.6502
2247,120739.2777
2248,124630.8398
2249,115658.2693
2250,128196.9736
2251,103826.481
2252,202555.1668
2253,161529.9544
2254,183776.6408
2255,210477.8161
2256,186796.1881
2257,202968.6647
2258,178490.4729
2259,185879.7345
2260,168405.0238
2261,196829.5799
2262,213023.7937
2263,311594.2742
2264,382859.1199
2265,151943.481
2266,261023.0581
2267,349927.9397
2268,352651.3783
2269,170696.9814
2270,205303.0571
2271,234104.0286
2272,242252.733
2273,174733.7987
2274,204243.5258
2275,179307.7228
2276,189074.6002
2277,198941.3813
2278,171573.1726
2279,102891.4821
2280,97686.5129
2281,166364.1986
2282,183476.2329
2283,126202.8271
2284,107495.9987
2285,150539.409
2286,120298.2714
2287,311239.4455
2288,258716.1204
2289,309524.0769
2290,354183.712
2291,296368.4231
2292,366555.3701
2293,370412.0882
2294,326975.8088
2295,400748.4012
2296,250203.7715
2297,286882.6705
2298,291250.2631
2299,321264.3493
2300,300716.7434
2301,274423.4291
2302,253330.6819
2303,257853.2038
2304,238811.5859
2305,193661.0688
2306,195418.3632
2307,202236.8114
2308,225147.2604
2309,271816.7593
2310,210294.5771
2311,219543.8925
2312,188289.6378
2313,177545.6989
2314,190980.2694
2315,180300.6972
2316,206182.7744
2317,194618.0538
2318,171808.3921
2319,192076.425
2320,192822.2433
2321,256152.6591
2322,204813.3598
2323,193458.6909
2324,199717.2454
2325,209110.6705
2326,188198.7956
2327,211630.6888
2328,224996.3529
2329,200742.2431
2330,194810.2717
2331,315653.7895
2332,349831.6806
2333,304531.2969
2334,254201.5581
2335,272852.4905
2336,300075.2793
2337,193395.1817
2338,266215.7245
2339,242747.225
2340,364281.8754
2341,209791.0979
2342,250515.3154
2343,235907.6222
2344,233164.7796
2345,238919.2514
2346,209262.116
2347,191383.4277
2348,236171.5886
2349,170992.2475
2350,270202.7262
2351,237347.9028
2352,261007.2347
2353,251921.6013
2354,131603.4222
2355,146248.194
2356,161175.1362
2357,210547.4491
2358,193208.4635
2359,131922.8589
2360,122262.0115
2361,141850.8677
2362,279381.7748
2363,149026.7201
2364,193418.1706
2365,227641.0871
2366,193869.8669
2367,220481.3109
2368,201641.4568
2369,210797.873
2370,176115.995
2371,151226.6656
2372,186836.6352
2373,277559.8696
2374,288964.1071
2375,234563.4897
2376,302234.1006
2377,319665.358
2378,157677.6377
2379,238225.4762
2380,152206.2698
2381,180117.4147
2382,232772.8059
2383,226789.5344
2384,258696.4259
2385,174872.683
2386,143380.6479
2387,127172.2762
2388,107724.8963
2389,129841.8165
2390,150712.0957
2391,131023.6886
2392,98702.0607
2393,185875.3866
2394,132626.2218
2395,208759.6819
2396,158523.882
2397,224513.9978
2398,128963.3024
2399,27759.20506
2400,32458.35244
2401,116893.7898
2402,148018.9448
2403,136114.6035
2404,140385.722
2405,168062.479
2406,148726.9814
2407,123052.8724
2408,151626.7916
2409,114335.1096
2410,198231.8
2411,113409.2397
2412,151191.6866
2413,116951.027
2414,134630.6279
2415,128020.8237
2416,136162.0327
2417,126746.8133
2418,122084.4835
2419,109415.0389
2420,114352.3719
2421,130297.9891
2422,105475.8067
2423,108795.6578
2424,154000.3601
2425,233641.0286
2426,153060.9171
2427,112132.4656
2428,195135.374
2429,104072.3002
2430,139606.4723
2431,100862.1839
2432,131515.4193
2433,137430.4689
2434,128306.3302
2435,149035.7165
2436,96351.42187
2437,99327.26426
2438,106993.1762
2439,116399.1203
2440,136326.1674
2441,103445.2611
2442,97153.06487
2443,137059.9729
2444,134591.4576
2445,65366.12027
2446,117286.1104
2447,208763.3248
2448,139499.8036
2449,108773.0277
2450,169377.8219
2451,121259.6746
2452,219382.7409
2453,80123.12658
2454,120870.8219
2455,146869.8566
2456,133386.1717
2457,120647.052
2458,119933.8699
2459,94985.84536
2460,151786.8047
2461,116580.3866
2462,126177.8676
2463,130082.3338
2464,178671.0404
2465,144616.4415
2466,102920.8156
2467,166555.9011
2468,82868.51708
2469,84497.37663
2470,199047.59
2471,223536.2277
2472,186398.7674
2473,93252.85622
2474,65243.31651
2475,241049.4188
2476,92688.95862
2477,89637.90718
2478,164325.9869
2479,98167.90703
2480,130307.2809
2481,126842.1635
2482,115730.1758
2483,96272.03075
2484,139167.1014
2485,122787.4351
2486,141837.5989
2487,210787.1483
2488,177222.953
2489,160430.5399
2490,148832.9055
2491,83430.77199
2492,196490.4024
2493,150936.9219
2494,156630.7664
2495,85475.26493
2496,236672.646
2497,156029.0325
2498,95991.78719
2499,69124.83022
2500,115777.3769
2501,130663.9303
2502,145797.0298
2503,76468.27346
2504,181714.8449
2505,230644.8729
2506,261230.7943
2507,276931.4716
2508,261677.8969
2509,229966.6055
2510,234699.7025
2511,197216.49
2512,208741.393
2513,241476.392
2514,272688.1375
2515,138250.429
2516,178160.3366
2517,141166.0871
2518,148172.1168
2519,221104.9371
2520,231414.9592
2521,198413.7696
2522,236971.576
2523,112482.6077
2524,129469.5402
2525,134449.0858
2526,120517.8055
2527,107917.7002
2528,113256.2059
2529,126994.9728
2530,112219.3563
2531,255477.4806
2532,231275.4645
2533,216207.4619
2534,250612.0586
2535,287425.7667
2536,251722.4698
2537,252416.4981
2538,189245.5455
2539,206273.9832
2540,178825.3511
2541,196548.6236
2542,153068.9997
2543,124507.3177
2544,109822.6247
2545,144908.8048
2546,152424.152
2547,159483.4676
2548,158024.4026
2549,160926.2066
2550,632814.5946
2551,142508.5721
2552,123402.996
2553,52702.68621
2554,85054.12626
2555,123211.4076
2556,78284.51887
2557,102959.8656
2558,168205.0819
2559,116290.0331
2560,168185.6677
2561,152040.4996
2562,140635.5934
2563,138242.022
2564,192636.3625
2565,141760.6379
2566,113497.9607
2567,98157.10722
2568,196453.7409
2569,199000.4499
2570,130946.1089
2571,156729.444
2572,187974.6032
2573,236645.0874
2574,272907.8522
2575,136601.8218
2576,128173.6019
2577,156716.2983
2578,86180.43095
2579,20358.54891
2580,99738.04853
2581,122618.6997
2582,127325.7797
2583,269001.9814
2584,183105.0781
2585,188162.1769
2586,236487.553
2587,221129.3745
2588,142274.333
2589,159867.6067
2590,225678.8405
2591,257786.6167
2592,220600.9825
2593,273016.0498
2594,196599.5667
2595,220610.5847
2596,321341.1547
2597,192893.1238
2598,268071.6093
2599,314082.6649
2600,161164.7337
2601,155935.8422
2602,54316.9455
2603,67430.03821
2604,60393.33981
2605,54409.23617
2606,147738.5492
2607,224264.781
2608,213879.5593
2609,169142.0219
2610,100014.4678
2611,128937.7897
2612,160490.1075
2613,135165.6884
2614,116496.8393
2615,171708.8989
2616,174489.4565
2617,192477.1048
2618,233724.5093
2619,235456.4828
2620,196975.5448
2621,182945.1584
2622,194931.392
2623,242087.2687
2624,292458.5687
2625,259774.582
2626,188156.3049
2627,181914.6098
2628,381677.3221
2629,385557.94
2630,316854.3671
2631,389220.3415
2632,343485.4964
2633,281920.293
2634,345525.7282
2635,170990.1442
2636,206250.684
2637,193917.8799
2638,258222.1952
2639,208508.3265
2640,169528.1518
2641,87788.75831
2642,186038.1401
2643,123867.6802
2644,129946.737
2645,117589.5896
2646,112718.6851
2647,124476.6789
2648,149841.6642
2649,153139.8299
2650,151023.5682
2651,138179.986
2652,345177.8345
2653,257245.2012
2654,231418.0514
2655,344548.8715
2656,301857.405
2657,309773.752
2658,266405.1966
2659,278485.535
2660,302326.5275
2661,316166.6675
2662,327786.1659
2663,286873.6061
2664,263196.1656
2665,323265.5708
2666,278988.4112
2667,181690.3084
2668,196741.3025
2669,176916.3039
2670,277782.2559
2671,198015.311
2672,204690.4174
2673,212273.7207
2674,225058.0738
2675,175028.0088
2676,203239.2705
2677,213731.0075
2678,254201.2983
2679,273402.5979
2680,283102.2848
2681,365181.4771
2682,308868.5357
2683,420540.6643
2684,303884.9607
2685,325025.2281
2686,254146.6726
2687,284549.7393
2688,230100.8308
2689,210979.6538
2690,358145.5587
2691,184511.5605
2692,129128.0921
2693,202133.761
2694,136219.4673
2695,214823.9407
2696,199958.007
2697,189628.6006
2698,213258.488
2699,175969.6829
2700,150480.1211
2701,155441.6638
2702,119130.0629
2703,153126.7272
2704,156188.9002
2705,102625.8617
2706,102190.7862
2707,136607.3146
2708,111209.1265
2709,99846.95359
2710,117092.6997
2711,279835.4014
2712,349964.8792
2713,174892.6025
2714,149968.1731
2715,165966.9953
2716,141737.5798
2717,184398.4851
2718,223649.4149
2719,142935.121
2720,220185.9706
2721,134498.6692
2722,173692.8678
2723,174088.6987
2724,110638.9002
2725,128572.442
2726,128356.9107
2727,173696.287
2728,185264.4353
2729,131968.7507
2730,142877.5146
2731,134822.8166
2732,117168.6651
2733,176718.746
2734,167661.7805
2735,135351.7374
2736,140870.7945
2737,112751.3514
2738,126905.175
2739,161708.3589
2740,153097.878
2741,126095.5526
2742,180280.4634
2743,147746.61
2744,164595.5356
2745,160345.1257
2746,125654.3066
2747,172987.0279
2748,114363.573
2749,134533.9088
2750,114306.4117
2751,128461.7925
2752,224596.9109
2753,171587.7497
2754,230272.1339
2755,132566.8746
2756,63059.35009
2757,47151.20919
2758,70118.87448
2759,166667.3781
2760,105264.4316
2761,147643.5816
2762,142619.1293
2763,227985.0378
2764,185737.094
2765,295102.1342
2766,111539.0473
2767,47922.30389
2768,102815.2803
2769,120860.7487
2770,170187.6634
2771,98854.10793
2772,84084.53979
2773,140716.9809
2774,151317.4003
2775,114294.3933
2776,156162.9459
2777,165066.9177
2778,137148.927
2779,96335.13422
2780,118819.8823
2781,91044.31454
2782,77552.13951
2783,83123.2046
2784,96390.40877
2785,123092.8521
2786,37828.66454
2787,117914.0708
2788,42334.14691
2789,180275.9183
2790,100098.5395
2791,104352.1223
2792,36122.55652
2793,181829.8609
2794,65016.29095
2795,115349.4648
2796,80486.6725
2797,208071.8829
2798,116750.4081
2799,118089.8647
2800,61907.64707
2801,111593.6722
2802,132723.0813
2803,159562.1835
2804,142838.7359
2805,105590.1187
2806,70653.48855
2807,179349.2527
2808,154336.3561
2809,121856.206
2810,128109.8556
2811,176984.1812
2812,172434.6349
2813,143924.8077
2814,146590.9825
2815,91562.32175
2816,247242.926
2817,155993.3402
2818,122675.6312
2819,189683.7763
2820,122579.8097
2821,108203.6081
2822,194081.8996
2823,294050.8005
2824,165168.1733
2825,174848.8204
2826,128900.6353
2827,125801.2154
2828,238664.224
2829,230685.4852
2830,221322.9777
2831,200278.302
2832,239611.0444
2833,273807.3869
2834,215197.4981
2835,224049.8407
2836,209731.5772
2837,180459.6549
2838,133721.2973
2839,180637.8617
2840,205487.458
2841,208700.2461
2842,231216.0461
2843,155110.5044
2844,183216.1884
2845,112489.0217
2846,215753.1225
2847,213120.0555
2848,243155.7938
2849,204496.1531
2850,294453.6539
2851,228181.7726
2852,250972.5591
2853,231859.4997
2854,159157.0738
2855,218196.9943
2856,202543.6818
2857,194174.2285
2858,214609.6809
2859,115059.3824
2860,124923.2634
2861,141676.2809
2862,219110.3354
2863,138725.2883
2864,246636.2812
2865,143834.279
2866,187927.1807
2867,69190.78072
2868,126574.0347
2869,99964.18899
2870,131807.4469
2871,77923.91477
2872,-961.6542805
2873,82057.59706
2874,135899.3812
2875,114753.303
2876,186784.0774
2877,131676.1445
2878,152304.6724
2879,125138.8383
2880,87329.38403
2881,139983.3624
2882,154550.1067
2883,188291.5946
2884,203193.9436
2885,167249.5096
2886,227675.5062
2887,115105.4089
2888,142544.9187
2889,37912.89447
2890,55378.34339
2891,144432.394
2892,34550.31881
2893,70977.04114
2894,39119.93806
2895,285088.4655
2896,260507.2489
2897,205181.8125
2898,164188.9963
2899,224065.3013
2900,164558.5154
2901,226396.3553
2902,200421.8886
2903,305394.6612
2904,324600.2689
2905,43333.42116
2906,241123.5605
2907,95678.57838
2908,120399.0462
2909,144801.8194
2910,52295.74727
2911,54751.72031
2912,160293.9832
2913,59481.47398
2914,46497.61669
2915,56131.85646
2916,63464.21274
2917,168773.5266
2918,98928.72035
2919,250497.4198
